userName,content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,sentiment_score,sentiment_label,review_length
Anil Kumar,nice 👍,5,0,6.27.4,2025-04-27 06:57:48,nice,0.4215,positive,1
Sachin Nile,written sectionshould be improve,5,0,6.27.4,2025-04-27 06:56:14,written sectionshould be improve,0.4404,positive,4
Mohamed Alaa,excellent way to learn French,5,0,6.24.2,2025-04-27 06:55:36,excellent way to learn french,0.5719,positive,5
Bilkisu Musa Ibrahim,the best app to learn any language with fun,5,0,5.121.10,2025-04-27 06:55:35,the best app to learn any language with fun,0.8176,positive,9
Paige Graham,I just love it so much my high score is 147,5,0,6.27.4,2025-04-27 06:55:25,i just love it so much my high score is 147,0.6369,positive,11
Sri Ganesh Traders,nice app to learn language,5,0,6.27.4,2025-04-27 06:50:59,nice app to learn language,0.4215,positive,5
Hassan Mohammad,it helps me to learn more,5,0,6.27.4,2025-04-27 06:50:07,it helps me to learn more,0.3818,positive,6
Pooja Singh,good,5,0,,2025-04-27 06:49:15,good,0.4404,positive,1
RayRoid Productions,I hate the heart system with every fiber of my being,1,0,,2025-04-27 06:48:28,i hate the heart system with every fiber of my being,-0.5719,negative,11
Mahima Dubey,easy to learn languages in this,4,0,6.27.4,2025-04-27 06:48:17,easy to learn languages in this,0.4404,positive,6
Merita Berisha,i learn from this app so much I'm so thankful for that,5,0,6.27.4,2025-04-27 06:45:55,i learn from this app so much im so thankful for that,0.6948,positive,12
Jenn Hayde,Love Duolingo math!! Great way to help kid learn everyday math and math fundamentals,5,0,6.27.4,2025-04-27 06:45:53,love duolingo math great way to help kid learn everyday math and math fundamentals,0.9001,positive,14
Odoh Excel,"Nice app. I hope it improves on the speaking aspect though, so we could learn to speak more. Also on the writing aspect, writing words not basic letters is also important. please improve on that. thank you duolingo",4,0,6.27.4,2025-04-27 06:44:31,nice app i hope it improves on the speaking aspect though so we could learn to speak more also on the writing aspect writing words not basic letters is also important please improve on that thank you duolingo,0.9432,positive,38
Jino Jino,one time subscription super Duolingo .. continues auto pay after deleting Duolingo .. second time my bank balance 200* auto pay very worst thinks,1,0,,2025-04-27 06:44:03,one time subscription super duolingo continues auto pay after deleting duolingo second time my bank balance 200 auto pay very worst thinks,-0.3167,negative,22
CAE Argue,It is great chance to learn about other people's languages.,5,0,6.27.4,2025-04-27 06:41:28,it is great chance to learn about other peoples languages,0.7269,positive,10
Karthik B,this is exactly super useful,5,0,6.27.4,2025-04-27 06:40:12,this is exactly super useful,0.7783,positive,5
usharani ks,need more improvement,5,0,6.26.2,2025-04-27 06:40:02,need more improvement,0.5095,positive,3
Heena Yadav,very very nice and vary goo d app mind blowing,5,0,6.26.2,2025-04-27 06:39:55,very very nice and vary goo d app mind blowing,0.5222,positive,10
Faezeh Abdi,so good,5,0,6.27.4,2025-04-27 06:39:31,so good,0.4927,positive,2
Suzana Krstic,it's great but I'm just not bothered to do it,4,0,6.27.4,2025-04-27 06:39:12,its great but im just not bothered to do it,0.6115,positive,10
sabriyanah,❤️❤️,5,0,6.27.4,2025-04-27 06:39:02,,0.0,neutral,0
Candrea Muashekele,really good,4,0,6.27.4,2025-04-27 06:37:17,really good,0.4927,positive,2
Md. Sazzad,"Its really good, 1st add any kind of word meaning, person learning language how could he know what the meaning of this word so at 1st he know the words then he can go the next step he should learning this languages.",5,0,6.27.4,2025-04-27 06:36:18,its really good 1st add any kind of word meaning person learning language how could he know what the meaning of this word so at 1st he know the words then he can go the next step he should learning this languages,0.4927,positive,42
Biswajit Mahanta,please please please add BTS songs in Duolingo please 🥺🙏,5,0,6.27.4,2025-04-27 06:35:59,please please please add bts songs in duolingo please,0.802,positive,9
Bhavna Bhavna,this ap is very 👍,1,0,,2025-04-27 06:33:22,this ap is very,0.0,neutral,4
Goku,"I love this app, it's very good for learning languages. even though when you pay, you get more features like being able to have lessons that teach you about a specific thing you need to learn, it's great without paying.",5,0,6.27.4,2025-04-27 06:33:19,i love this app its very good for learning languages even though when you pay you get more features like being able to have lessons that teach you about a specific thing you need to learn its great without paying,0.9309,positive,40
Vikash Khede,good,4,0,6.26.2,2025-04-27 06:33:04,good,0.4404,positive,1
Monika Kulhari,this is not a good,1,0,6.27.4,2025-04-27 06:30:57,this is not a good,-0.3412,negative,5
Ved Vrat,Very easy to learn You can learn any language I loved it 😁,5,0,6.27.4,2025-04-27 06:29:44,very easy to learn you can learn any language i loved it,0.796,positive,12
Hussain asim,It is the worst the worstest app it just got a update and all the lessons get changed and all the progress has gone .,1,0,6.13.5,2025-04-27 06:29:40,it is the worst the worstest app it just got a update and all the lessons get changed and all the progress has gone,-0.3182,negative,24
Alex Somethingorother,pretty good app and they have a good meme account,5,0,6.27.4,2025-04-27 06:27:54,pretty good app and they have a good meme account,0.8402,positive,10
Sriram varanasi,I won the diamond league with 10000 more points but this win not added to my account. Duo lingo have been running Fake leagues.,1,0,6.27.4,2025-04-27 06:27:23,i won the diamond league with 10000 more points but this win not added to my account duo lingo have been running fake leagues,0.7311,positive,24
Ahsan Ahmed,Duolingo is the best for learning language,5,0,6.27.4,2025-04-27 06:27:08,duolingo is the best for learning language,0.6369,positive,7
Chandrakala Lokhande,amazing,5,0,5.141.7,2025-04-27 06:25:59,amazing,0.5859,positive,1
Mosina Tamboli,very good application it has many languages and go to learn other countries languages I am learning now Japanese it is very easy to learn the app is very good you can install it,5,0,6.22.3,2025-04-27 06:25:51,very good application it has many languages and go to learn other countries languages i am learning now japanese it is very easy to learn the app is very good you can install it,0.8618,positive,34
Vinod Bairwa,doulingo acha nahi lagta hai mujhe koi or badiya app banao samje,5,0,5.164.5,2025-04-27 06:25:34,doulingo acha nahi lagta hai mujhe koi or badiya app banao samje,0.0,neutral,12
Drz Lama,good app,5,0,6.27.4,2025-04-27 06:25:05,good app,0.4404,positive,2
Olya Makarenko,добавьте пожалуйста тайський язык,5,0,,2025-04-27 06:24:28,,0.0,neutral,0
Chipalo Bwalya,I the apps accuracy and that it's friendly to people of any age,5,0,6.27.4,2025-04-27 06:22:59,i the apps accuracy and that its friendly to people of any age,0.4939,positive,13
غاده القحطاني,مره حلو تعلمت الانقليزي بفضل الله ثم buolihg,5,0,6.27.4,2025-04-27 06:21:08,buolihg,0.0,neutral,1
Archana Tiwari,this is very good for learning English,5,0,6.27.4,2025-04-27 06:20:36,this is very good for learning english,0.4927,positive,7
Kuruthum pretty,I think Duolingo can help us to learn different languages a,1,0,6.26.2,2025-04-27 06:19:47,i think duolingo can help us to learn different languages a,0.4019,positive,11
kailashi gupta,VERY GOOD I WANT TO SPEAK KOREAN BUT I THINK IT NOT POSSIBLE THEN DUOLINGO MAKE IT P,5,0,6.27.4,2025-04-27 06:19:26,very good i want to speak korean but i think it not possible then duolingo make it p,0.3369,positive,18
Shanto Hassan,thank you duo,5,0,6.27.4,2025-04-27 06:18:46,thank you duo,0.3612,positive,3
Christophe A Willis,good,5,0,,2025-04-27 06:17:20,good,0.4404,positive,1
Mahdiye Abbasnezhad,the best,5,0,6.26.2,2025-04-27 06:17:08,the best,0.6369,positive,2
Moho Najafi,gooooood,5,0,6.27.4,2025-04-27 06:16:15,gooooood,0.0,neutral,1
Shadia Reza,duolingo is one of the best app to learn any language i have ever seen also we can learn music and mathematics through duolingo,5,0,6.27.4,2025-04-27 06:16:09,duolingo is one of the best app to learn any language i have ever seen also we can learn music and mathematics through duolingo,0.6369,positive,24
julyang_usr,"i love it, they changed me so well!!! my english grammar improved!!",5,0,6.27.4,2025-04-27 06:15:36,i love it they changed me so well my english grammar improved,0.8762,positive,12
Fatima Zafar,Helps e learn more English,5,0,6.27.4,2025-04-27 06:15:21,helps e learn more english,0.3818,positive,5
Lisa Kim,"I've been learning a lot from this app, it's so helpful. Love love it! 😻",5,0,6.27.4,2025-04-27 06:12:28,ive been learning a lot from this app its so helpful love love it,0.927,positive,14
Jyoti Suthar,good 👍,3,0,6.27.4,2025-04-27 06:12:21,good,0.4404,positive,1
Umme Farwa,duo are u alive?,5,0,,2025-04-27 06:11:34,duo are u alive,0.3818,positive,4
Allabaksh Khan,op supar fast,5,0,6.27.4,2025-04-27 06:10:08,op supar fast,0.0,neutral,3
Abdullah All Nahian,This. app. is. nice. and. helpful,5,0,6.27.4,2025-04-27 06:07:04,this app is nice and helpful,0.6808,positive,6
Priyanka Warwade,good,3,0,6.27.4,2025-04-27 06:06:34,good,0.4404,positive,1
Bukata,I've learned so much and it's quiet a fun learning style,5,0,6.26.2,2025-04-27 06:05:20,ive learned so much and its quiet a fun learning style,0.5106,positive,11
Jonathan Ganza M,very useful,5,0,6.27.4,2025-04-27 06:03:55,very useful,0.4927,positive,2
Poonam Nagar,very good aap for a kid thank you,5,0,6.27.4,2025-04-27 06:03:07,very good aap for a kid thank you,0.6901,positive,8
Tisha Ng,"I wanted to try this app again after a long time of not using it. I chose a language and finished the first short quiz, but after that, the app would just lead me back to the beginning. I would log in, choose a language, finish the short quiz, and then be sent back to the ""What would you like to learn?"" page again. It's an endless loop. Can someone help me with this?",1,0,5.141.7,2025-04-27 06:01:38,i wanted to try this app again after a long time of not using it i chose a language and finished the first short quiz but after that the app would just lead me back to the beginning i would log in choose a language finish the short quiz and then be sent back to the what would you like to learn page again its an endless loop can someone help me with this,0.7783,positive,74
Alicia Fernandez,installed today to lean Italian and can't even to first two min lesson. Getting error message to try again later,2,0,6.27.4,2025-04-27 06:00:18,installed today to lean italian and cant even to first two min lesson getting error message to try again later,-0.4019,negative,20
S Laurenstein,"This app is toxic. Avoid, unless you're in a desire state for getting lied to and/or manipulated.",1,0,,2025-04-27 06:00:08,this app is toxic avoid unless youre in a desire state for getting lied to andor manipulated,-0.5719,negative,17
Radhika Sahu,ये app घटिया मंहगे है,5,0,,2025-04-27 05:59:41,app,0.0,neutral,1
Suryakant Kad,A app is very good and expensive app,5,0,6.27.4,2025-04-27 05:58:08,a app is very good and expensive app,0.4927,positive,8
Julia Kusi Yeboah,Helpful so far,4,0,6.5.4,2025-04-27 05:58:05,helpful so far,0.4215,positive,3
Sun Basumatary,on some sentences we don't listen perfectly.,4,0,6.26.2,2025-04-27 05:57:00,on some sentences we dont listen perfectly,-0.4885,negative,7
